workerid,proliferate.condition,block_number,expected_rating,item_number,length,list_number,prolific_id,response,sentence_text,stru_type,trial_sequence_total,type,unique_id,error
3509,List 8,3,7,9721,,8,,7,I hate eating sushi.,,39,filler,9721,
3509,List 8,3,,4,long,8,,5,What did the teacher hear that the student read?,nonisl,40,test,43,
3509,List 8,3,4,9421,,8,,6,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,41,filler,9421,
3509,List 8,3,3,9311,,8,,5,John tried himself to win.,,42,filler,9311,
3509,List 8,3,,3,short,8,,7,Who heard the rumor that the gymnast practiced the routine?,isl,43,test,32,
3509,List 8,3,1,9121,,8,,3,Who was that the principal would fire expected by the reporters?,,44,filler,9121,
3509,List 8,3,3,9321,,8,,2,Yesterday seemed that John left.,,45,filler,9321,
3509,List 8,3,,2,short,8,,7,Who heard that the tenant repainted the room?,nonisl,46,test,21,
3509,List 8,3,7,9711,,8,,5,Kerry attempted to study physics.,,47,filler,9711,
3509,List 8,3,2,9211,,8,,1,To the neighbors about the noise the old man complained.,,48,filler,9211,
3509,List 8,3,5,9511,,8,,3,They all have left and they have all done so deliberately.,,49,filler,9511,
3509,List 8,3,,1,long,8,,3,What did the waiter hear the rumor that the chef burned?,isl,50,test,14,
3509,List 8,3,1,9111,,8,,1,John was kissed John.,,51,filler,9111,
3509,List 8,4,5,9514,,8,,3,They all have studied and they have all done so effectively.,,52,filler,9514,
3509,List 8,4,,16,long,8,,5,What did the bartender hear that the customer ordered?,nonisl,53,test,163,
3509,List 8,4,1,9124,,8,,1,Who is that the jail must release accepted by few citizens?,,54,filler,9124,
3509,List 8,4,3,9314,,8,,3,Patricia agreed herself to host the party.,,55,filler,9314,
3509,List 8,4,,15,short,8,,7,Who heard the rumor that the patient contracted the disease?,isl,56,test,152,
3509,List 8,4,4,9414,,8,,2,"If frankly you continue to argue, the boss will fire you.",,57,filler,9414,
3509,List 8,4,1,9114,,8,,1,Tommy was punished Tommy.,,58,filler,9114,
3509,List 8,4,7,9714,,8,,7,Tommy attempted to take a picture.,,59,filler,9714,
3509,List 8,4,,14,short,8,,7,Who heard that the architect modified the blueprint?,nonisl,60,test,141,
3509,List 8,4,2,9214,,8,,2,At your spouse on the phone you shouldn't yell.,,61,filler,9214,
3509,List 8,4,4,9424,,8,,5,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,62,filler,9424,
3509,List 8,4,,13,long,8,,3,What did the prosecutor hear the rumor that the judge overruled?,isl,63,test,134,
3509,List 8,4,3,9324,,8,,5,Next week appears that the strikers will be back to work.,,64,filler,9324,
3509,List 8,4,7,9724,,8,,7,I hate missing work.,,65,filler,9724,
3509,List 8,,,,,,613254f907b5038999e2688f,,,,,,,
3279,List 8,0,7,1007,,8,,7,She was the winner.,,1,practice,1007,
3279,List 8,0,1,1001,,8,,1,"Promise to wash, Neal did the car.",,2,practice,1001,
3279,List 8,0,4,1004,,8,,4,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
3279,List 8,0,6,1006,,8,,6,The children were cared for by the adults and the teenagers.,,4,practice,1006,
3279,List 8,0,2,1002,,8,,3,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
3279,List 8,0,5,1005,,8,,5,All the men seem to have all eaten supper.,,6,practice,1005,
3279,List 8,0,3,1003,,8,,1,They consider a teacher of Chris geeky.,,7,practice,1003,
3279,List 8,0,7,1008,,8,,6,It seems to me that Robert can't be trusted.,,8,practice,1008,
3279,List 8,0,1,1009,,8,,1,There might mice seem to be in the cupboard.,,9,practice,1009,
3279,List 8,1,4,9423,,8,,5,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,10,filler,9423,
3279,List 8,1,,12,long,8,,3,What did the scientist hear that the politician ignored?,nonisl,11,test,123,
3279,List 8,1,7,9723,,8,,7,I like taking vacations.,,12,filler,9723,
3279,List 8,1,2,9213,,8,,2,With the generals about a new approach the President talked.,,13,filler,9213,
3279,List 8,1,3,9323,,8,,2,Tomorrow seems that there will be a hurricane.,,14,filler,9323,
3279,List 8,1,,11,short,8,,5,Who heard the rumor that the babysitter washed the bottle?,isl,15,test,112,
3279,List 8,1,7,9713,,8,,7,Vivian attempted to write stories.,,16,filler,9713,
3279,List 8,1,4,9413,,8,,3,"If Grace probably passes the class, she will graduate on time.",,17,filler,9413,
3279,List 8,1,3,9313,,8,,2,Linda remembered herself to pick-up the dry cleaning.,,18,filler,9313,
3279,List 8,1,,10,short,8,,5,Who heard that the doctor prescribed the medicine?,nonisl,19,test,101,
3279,List 8,1,1,9113,,8,,2,The hedges were trimmed the hedges.,,20,filler,9113,
3279,List 8,1,,9,long,8,,2,What did the soldier hear the rumor that the general ordered?,isl,21,test,94,
3279,List 8,1,1,9123,,8,,2,Who was that Martians kidnapped believed by no one?,,22,filler,9123,
3279,List 8,1,5,9513,,8,,4,They all have helped and they have all done so generously.,,23,filler,9513,
3279,List 8,2,7,9722,,8,,7,I like drinking milkshakes.,,24,filler,9722,
3279,List 8,2,,8,long,8,,5,What did the editor hear that the reporter plagiarized?,nonisl,25,test,83,
3279,List 8,2,2,9212,,8,,2,To the professor about my grade I talked.,,26,filler,9212,
3279,List 8,2,4,9422,,8,,2,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,27,filler,9422,
3279,List 8,2,,7,short,8,,5,Who heard the rumor that the police intercepted the shipment?,isl,28,test,72,
3279,List 8,2,4,9412,,8,,4,"If Kelly might have time, she will do it.",,29,filler,9412,
3279,List 8,2,1,9122,,8,,2,What was that the movers would break feared by the family?,,30,filler,9122,
3279,List 8,2,3,9322,,8,,4,Next week seems that Juan will be in town.,,31,filler,9322,
3279,List 8,2,,6,short,8,,6,Who heard that the suspect stole the necklace?,nonisl,32,test,61,
3279,List 8,2,3,9312,,8,,3,William planned himself to write a novel.,,33,filler,9312,
3279,List 8,2,1,9112,,8,,2,The money was stolen the money.,,34,filler,9112,
3279,List 8,2,5,9512,,8,,4,They all have finished and they have all done so efficiently.,,35,filler,9512,
3279,List 8,2,,5,long,8,,2,What did the manager hear the rumor that the assistant copied?,isl,36,test,54,
3279,List 8,2,7,9712,,8,,6,Brittany attempted to touch the porcupine.,,37,filler,9712,
3279,List 8,3,4,9411,,8,,4,"If frankly he's unable to cope, we'll have to replace him.",,38,filler,9411,
3279,List 8,3,7,9721,,8,,7,I hate eating sushi.,,39,filler,9721,
3279,List 8,3,,4,long,8,,5,What did the teacher hear that the student read?,nonisl,40,test,43,
3279,List 8,3,4,9421,,8,,4,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,41,filler,9421,
3279,List 8,3,3,9311,,8,,3,John tried himself to win.,,42,filler,9311,
3279,List 8,3,,3,short,8,,5,Who heard the rumor that the gymnast practiced the routine?,isl,43,test,32,
3279,List 8,3,1,9121,,8,,2,Who was that the principal would fire expected by the reporters?,,44,filler,9121,
3279,List 8,3,3,9321,,8,,3,Yesterday seemed that John left.,,45,filler,9321,
3279,List 8,3,,2,short,8,,5,Who heard that the tenant repainted the room?,nonisl,46,test,21,
3279,List 8,3,7,9711,,8,,7,Kerry attempted to study physics.,,47,filler,9711,
3279,List 8,3,2,9211,,8,,2,To the neighbors about the noise the old man complained.,,48,filler,9211,
3279,List 8,3,5,9511,,8,,4,They all have left and they have all done so deliberately.,,49,filler,9511,
3279,List 8,3,,1,long,8,,2,What did the waiter hear the rumor that the chef burned?,isl,50,test,14,
3279,List 8,3,1,9111,,8,,2,John was kissed John.,,51,filler,9111,
3279,List 8,4,5,9514,,8,,5,They all have studied and they have all done so effectively.,,52,filler,9514,
3279,List 8,4,,16,long,8,,5,What did the bartender hear that the customer ordered?,nonisl,53,test,163,
3279,List 8,4,1,9124,,8,,2,Who is that the jail must release accepted by few citizens?,,54,filler,9124,
3279,List 8,4,3,9314,,8,,3,Patricia agreed herself to host the party.,,55,filler,9314,
3279,List 8,4,,15,short,8,,5,Who heard the rumor that the patient contracted the disease?,isl,56,test,152,
3279,List 8,4,4,9414,,8,,4,"If frankly you continue to argue, the boss will fire you.",,57,filler,9414,
3279,List 8,4,1,9114,,8,,2,Tommy was punished Tommy.,,58,filler,9114,
3279,List 8,4,7,9714,,8,,7,Tommy attempted to take a picture.,,59,filler,9714,
3279,List 8,4,,14,short,8,,7,Who heard that the architect modified the blueprint?,nonisl,60,test,141,
3279,List 8,4,2,9214,,8,,2,At your spouse on the phone you shouldn't yell.,,61,filler,9214,
3279,List 8,4,4,9424,,8,,4,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,62,filler,9424,
3279,List 8,4,,13,long,8,,3,What did the prosecutor hear the rumor that the judge overruled?,isl,63,test,134,
3279,List 8,4,3,9324,,8,,3,Next week appears that the strikers will be back to work.,,64,filler,9324,
3279,List 8,4,7,9724,,8,,7,I hate missing work.,,65,filler,9724,
3279,List 8,,,,,,655e158f0cb9ac079b34b12f,,,,,,,
3437,List 8,0,7,1007,,8,,7,She was the winner.,,1,practice,1007,
3437,List 8,0,1,1001,,8,,3,"Promise to wash, Neal did the car.",,2,practice,1001,
3437,List 8,0,4,1004,,8,,4,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
3437,List 8,0,6,1006,,8,,7,The children were cared for by the adults and the teenagers.,,4,practice,1006,
3437,List 8,0,2,1002,,8,,1,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
3437,List 8,0,5,1005,,8,,6,All the men seem to have all eaten supper.,,6,practice,1005,
3437,List 8,0,3,1003,,8,,3,They consider a teacher of Chris geeky.,,7,practice,1003,
3437,List 8,0,7,1008,,8,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
3437,List 8,0,1,1009,,8,,4,There might mice seem to be in the cupboard.,,9,practice,1009,
3437,List 8,1,4,9423,,8,,6,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,10,filler,9423,
3437,List 8,1,,12,long,8,,7,What did the scientist hear that the politician ignored?,nonisl,11,test,123,
3437,List 8,1,7,9723,,8,,7,I like taking vacations.,,12,filler,9723,
3437,List 8,1,2,9213,,8,,1,With the generals about a new approach the President talked.,,13,filler,9213,
3437,List 8,1,3,9323,,8,,5,Tomorrow seems that there will be a hurricane.,,14,filler,9323,
3437,List 8,1,,11,short,8,,7,Who heard the rumor that the babysitter washed the bottle?,isl,15,test,112,
3437,List 8,1,7,9713,,8,,7,Vivian attempted to write stories.,,16,filler,9713,
3437,List 8,1,4,9413,,8,,5,"If Grace probably passes the class, she will graduate on time.",,17,filler,9413,
3437,List 8,1,3,9313,,8,,3,Linda remembered herself to pick-up the dry cleaning.,,18,filler,9313,
3437,List 8,1,,10,short,8,,7,Who heard that the doctor prescribed the medicine?,nonisl,19,test,101,
3437,List 8,1,1,9113,,8,,2,The hedges were trimmed the hedges.,,20,filler,9113,
3437,List 8,1,,9,long,8,,4,What did the soldier hear the rumor that the general ordered?,isl,21,test,94,
3437,List 8,1,1,9123,,8,,1,Who was that Martians kidnapped believed by no one?,,22,filler,9123,
3437,List 8,1,5,9513,,8,,4,They all have helped and they have all done so generously.,,23,filler,9513,
3437,List 8,2,7,9722,,8,,7,I like drinking milkshakes.,,24,filler,9722,
3437,List 8,2,,8,long,8,,4,What did the editor hear that the reporter plagiarized?,nonisl,25,test,83,
3437,List 8,2,2,9212,,8,,2,To the professor about my grade I talked.,,26,filler,9212,
3437,List 8,2,4,9422,,8,,7,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,27,filler,9422,
3437,List 8,2,,7,short,8,,7,Who heard the rumor that the police intercepted the shipment?,isl,28,test,72,
3437,List 8,2,4,9412,,8,,3,"If Kelly might have time, she will do it.",,29,filler,9412,
3437,List 8,2,1,9122,,8,,1,What was that the movers would break feared by the family?,,30,filler,9122,
3437,List 8,2,3,9322,,8,,4,Next week seems that Juan will be in town.,,31,filler,9322,
3437,List 8,2,,6,short,8,,7,Who heard that the suspect stole the necklace?,nonisl,32,test,61,
3437,List 8,2,3,9312,,8,,2,William planned himself to write a novel.,,33,filler,9312,
3437,List 8,2,1,9112,,8,,1,The money was stolen the money.,,34,filler,9112,
3437,List 8,2,5,9512,,8,,7,They all have finished and they have all done so efficiently.,,35,filler,9512,
3437,List 8,2,,5,long,8,,1,What did the manager hear the rumor that the assistant copied?,isl,36,test,54,
3437,List 8,2,7,9712,,8,,7,Brittany attempted to touch the porcupine.,,37,filler,9712,
3437,List 8,3,4,9411,,8,,2,"If frankly he's unable to cope, we'll have to replace him.",,38,filler,9411,
3437,List 8,3,7,9721,,8,,7,I hate eating sushi.,,39,filler,9721,
3437,List 8,3,,4,long,8,,7,What did the teacher hear that the student read?,nonisl,40,test,43,
3437,List 8,3,4,9421,,8,,4,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,41,filler,9421,
3437,List 8,3,3,9311,,8,,2,John tried himself to win.,,42,filler,9311,
3437,List 8,3,,3,short,8,,7,Who heard the rumor that the gymnast practiced the routine?,isl,43,test,32,
3437,List 8,3,1,9121,,8,,1,Who was that the principal would fire expected by the reporters?,,44,filler,9121,
3437,List 8,3,3,9321,,8,,3,Yesterday seemed that John left.,,45,filler,9321,
3437,List 8,3,,2,short,8,,7,Who heard that the tenant repainted the room?,nonisl,46,test,21,
3437,List 8,3,7,9711,,8,,7,Kerry attempted to study physics.,,47,filler,9711,
3437,List 8,3,2,9211,,8,,1,To the neighbors about the noise the old man complained.,,48,filler,9211,
3437,List 8,3,5,9511,,8,,5,They all have left and they have all done so deliberately.,,49,filler,9511,
3437,List 8,3,,1,long,8,,2,What did the waiter hear the rumor that the chef burned?,isl,50,test,14,
3437,List 8,3,1,9111,,8,,1,John was kissed John.,,51,filler,9111,
3437,List 8,4,5,9514,,8,,6,They all have studied and they have all done so effectively.,,52,filler,9514,
3437,List 8,4,,16,long,8,,7,What did the bartender hear that the customer ordered?,nonisl,53,test,163,
3437,List 8,4,1,9124,,8,,1,Who is that the jail must release accepted by few citizens?,,54,filler,9124,
3437,List 8,4,3,9314,,8,,2,Patricia agreed herself to host the party.,,55,filler,9314,
3437,List 8,4,,15,short,8,,7,Who heard the rumor that the patient contracted the disease?,isl,56,test,152,
3437,List 8,4,4,9414,,8,,2,"If frankly you continue to argue, the boss will fire you.",,57,filler,9414,
3437,List 8,4,1,9114,,8,,1,Tommy was punished Tommy.,,58,filler,9114,
3437,List 8,4,7,9714,,8,,7,Tommy attempted to take a picture.,,59,filler,9714,
3437,List 8,4,,14,short,8,,7,Who heard that the architect modified the blueprint?,nonisl,60,test,141,
3437,List 8,4,2,9214,,8,,2,At your spouse on the phone you shouldn't yell.,,61,filler,9214,
3437,List 8,4,4,9424,,8,,2,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,62,filler,9424,
3437,List 8,4,,13,long,8,,2,What did the prosecutor hear the rumor that the judge overruled?,isl,63,test,134,
3437,List 8,4,3,9324,,8,,2,Next week appears that the strikers will be back to work.,,64,filler,9324,
3437,List 8,4,7,9724,,8,,7,I hate missing work.,,65,filler,9724,
3437,List 8,,,,,,6643c8d8f6c2189fd555f249,,,,,,,
3429,List 8,0,7,1007,,8,,7,She was the winner.,,1,practice,1007,
3429,List 8,0,1,1001,,8,,2,"Promise to wash, Neal did the car.",,2,practice,1001,
3429,List 8,0,4,1004,,8,,4,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
3429,List 8,0,6,1006,,8,,5,The children were cared for by the adults and the teenagers.,,4,practice,1006,
3429,List 8,0,2,1002,,8,,1,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
3429,List 8,0,5,1005,,8,,4,All the men seem to have all eaten supper.,,6,practice,1005,
3429,List 8,0,3,1003,,8,,4,They consider a teacher of Chris geeky.,,7,practice,1003,
3429,List 8,0,7,1008,,8,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
3429,List 8,0,1,1009,,8,,1,There might mice seem to be in the cupboard.,,9,practice,1009,
3429,List 8,1,4,9423,,8,,2,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,10,filler,9423,
3429,List 8,1,,12,long,8,,6,What did the scientist hear that the politician ignored?,nonisl,11,test,123,
3429,List 8,1,7,9723,,8,,7,I like taking vacations.,,12,filler,9723,
3429,List 8,1,2,9213,,8,,2,With the generals about a new approach the President talked.,,13,filler,9213,
3429,List 8,1,3,9323,,8,,1,Tomorrow seems that there will be a hurricane.,,14,filler,9323,
3429,List 8,1,,11,short,8,,6,Who heard the rumor that the babysitter washed the bottle?,isl,15,test,112,
3429,List 8,1,7,9713,,8,,7,Vivian attempted to write stories.,,16,filler,9713,
3429,List 8,1,4,9413,,8,,1,"If Grace probably passes the class, she will graduate on time.",,17,filler,9413,
3429,List 8,1,3,9313,,8,,5,Linda remembered herself to pick-up the dry cleaning.,,18,filler,9313,
3429,List 8,1,,10,short,8,,7,Who heard that the doctor prescribed the medicine?,nonisl,19,test,101,
3429,List 8,1,1,9113,,8,,1,The hedges were trimmed the hedges.,,20,filler,9113,
3429,List 8,1,,9,long,8,,1,What did the soldier hear the rumor that the general ordered?,isl,21,test,94,
3429,List 8,1,1,9123,,8,,1,Who was that Martians kidnapped believed by no one?,,22,filler,9123,
3429,List 8,1,5,9513,,8,,2,They all have helped and they have all done so generously.,,23,filler,9513,
3429,List 8,2,7,9722,,8,,7,I like drinking milkshakes.,,24,filler,9722,
3429,List 8,2,,8,long,8,,5,What did the editor hear that the reporter plagiarized?,nonisl,25,test,83,
3429,List 8,2,2,9212,,8,,1,To the professor about my grade I talked.,,26,filler,9212,
3429,List 8,2,4,9422,,8,,1,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,27,filler,9422,
3429,List 8,2,,7,short,8,,6,Who heard the rumor that the police intercepted the shipment?,isl,28,test,72,
3429,List 8,2,4,9412,,8,,1,"If Kelly might have time, she will do it.",,29,filler,9412,
3429,List 8,2,1,9122,,8,,1,What was that the movers would break feared by the family?,,30,filler,9122,
3429,List 8,2,3,9322,,8,,2,Next week seems that Juan will be in town.,,31,filler,9322,
3429,List 8,2,,6,short,8,,7,Who heard that the suspect stole the necklace?,nonisl,32,test,61,
3429,List 8,2,3,9312,,8,,1,William planned himself to write a novel.,,33,filler,9312,
3429,List 8,2,1,9112,,8,,1,The money was stolen the money.,,34,filler,9112,
3429,List 8,2,5,9512,,8,,3,They all have finished and they have all done so efficiently.,,35,filler,9512,
3429,List 8,2,,5,long,8,,1,What did the manager hear the rumor that the assistant copied?,isl,36,test,54,
3429,List 8,2,7,9712,,8,,7,Brittany attempted to touch the porcupine.,,37,filler,9712,
3429,List 8,3,4,9411,,8,,2,"If frankly he's unable to cope, we'll have to replace him.",,38,filler,9411,
3429,List 8,3,7,9721,,8,,7,I hate eating sushi.,,39,filler,9721,
3429,List 8,3,,4,long,8,,2,What did the teacher hear that the student read?,nonisl,40,test,43,
3429,List 8,3,4,9421,,8,,1,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,41,filler,9421,
3429,List 8,3,3,9311,,8,,1,John tried himself to win.,,42,filler,9311,
3429,List 8,3,,3,short,8,,6,Who heard the rumor that the gymnast practiced the routine?,isl,43,test,32,
3429,List 8,3,1,9121,,8,,1,Who was that the principal would fire expected by the reporters?,,44,filler,9121,
3429,List 8,3,3,9321,,8,,1,Yesterday seemed that John left.,,45,filler,9321,
3429,List 8,3,,2,short,8,,6,Who heard that the tenant repainted the room?,nonisl,46,test,21,
3429,List 8,3,7,9711,,8,,7,Kerry attempted to study physics.,,47,filler,9711,
3429,List 8,3,2,9211,,8,,2,To the neighbors about the noise the old man complained.,,48,filler,9211,
3429,List 8,3,5,9511,,8,,2,They all have left and they have all done so deliberately.,,49,filler,9511,
3429,List 8,3,,1,long,8,,1,What did the waiter hear the rumor that the chef burned?,isl,50,test,14,
3429,List 8,3,1,9111,,8,,1,John was kissed John.,,51,filler,9111,
3429,List 8,4,5,9514,,8,,1,They all have studied and they have all done so effectively.,,52,filler,9514,
3429,List 8,4,,16,long,8,,2,What did the bartender hear that the customer ordered?,nonisl,53,test,163,
3429,List 8,4,1,9124,,8,,1,Who is that the jail must release accepted by few citizens?,,54,filler,9124,
3429,List 8,4,3,9314,,8,,2,Patricia agreed herself to host the party.,,55,filler,9314,
3429,List 8,4,,15,short,8,,7,Who heard the rumor that the patient contracted the disease?,isl,56,test,152,
3429,List 8,4,4,9414,,8,,1,"If frankly you continue to argue, the boss will fire you.",,57,filler,9414,
3429,List 8,4,1,9114,,8,,1,Tommy was punished Tommy.,,58,filler,9114,
3429,List 8,4,7,9714,,8,,7,Tommy attempted to take a picture.,,59,filler,9714,
3429,List 8,4,,14,short,8,,7,Who heard that the architect modified the blueprint?,nonisl,60,test,141,
3429,List 8,4,2,9214,,8,,1,At your spouse on the phone you shouldn't yell.,,61,filler,9214,
3429,List 8,4,4,9424,,8,,1,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,62,filler,9424,
3429,List 8,4,,13,long,8,,1,What did the prosecutor hear the rumor that the judge overruled?,isl,63,test,134,
3429,List 8,4,3,9324,,8,,2,Next week appears that the strikers will be back to work.,,64,filler,9324,
3429,List 8,4,7,9724,,8,,7,I hate missing work.,,65,filler,9724,
3429,List 8,,,,,,65411a1f6893f5f140066412,,,,,,,
3445,List 8,0,7,1007,,8,,7,She was the winner.,,1,practice,1007,
3445,List 8,0,1,1001,,8,,2,"Promise to wash, Neal did the car.",,2,practice,1001,
3445,List 8,0,4,1004,,8,,7,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
3445,List 8,0,6,1006,,8,,7,The children were cared for by the adults and the teenagers.,,4,practice,1006,
3445,List 8,0,2,1002,,8,,1,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
3445,List 8,0,5,1005,,8,,7,All the men seem to have all eaten supper.,,6,practice,1005,
3445,List 8,0,3,1003,,8,,6,They consider a teacher of Chris geeky.,,7,practice,1003,
3445,List 8,0,7,1008,,8,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
3445,List 8,0,1,1009,,8,,1,There might mice seem to be in the cupboard.,,9,practice,1009,
3445,List 8,1,4,9423,,8,,7,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,10,filler,9423,
3445,List 8,1,,12,long,8,,7,What did the scientist hear that the politician ignored?,nonisl,11,test,123,
3445,List 8,1,7,9723,,8,,7,I like taking vacations.,,12,filler,9723,
3445,List 8,1,2,9213,,8,,1,With the generals about a new approach the President talked.,,13,filler,9213,
3445,List 8,1,3,9323,,8,,1,Tomorrow seems that there will be a hurricane.,,14,filler,9323,
3445,List 8,1,,11,short,8,,7,Who heard the rumor that the babysitter washed the bottle?,isl,15,test,112,
3445,List 8,1,7,9713,,8,,7,Vivian attempted to write stories.,,16,filler,9713,
3445,List 8,1,4,9413,,8,,7,"If Grace probably passes the class, she will graduate on time.",,17,filler,9413,
3445,List 8,1,3,9313,,8,,7,Linda remembered herself to pick-up the dry cleaning.,,18,filler,9313,
3445,List 8,1,,10,short,8,,7,Who heard that the doctor prescribed the medicine?,nonisl,19,test,101,
3445,List 8,1,1,9113,,8,,1,The hedges were trimmed the hedges.,,20,filler,9113,
3445,List 8,1,,9,long,8,,1,What did the soldier hear the rumor that the general ordered?,isl,21,test,94,
3445,List 8,1,1,9123,,8,,1,Who was that Martians kidnapped believed by no one?,,22,filler,9123,
3445,List 8,1,5,9513,,8,,7,They all have helped and they have all done so generously.,,23,filler,9513,
3445,List 8,2,7,9722,,8,,7,I like drinking milkshakes.,,24,filler,9722,
3445,List 8,2,,8,long,8,,7,What did the editor hear that the reporter plagiarized?,nonisl,25,test,83,
3445,List 8,2,2,9212,,8,,1,To the professor about my grade I talked.,,26,filler,9212,
3445,List 8,2,4,9422,,8,,1,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,27,filler,9422,
3445,List 8,2,,7,short,8,,7,Who heard the rumor that the police intercepted the shipment?,isl,28,test,72,
3445,List 8,2,4,9412,,8,,1,"If Kelly might have time, she will do it.",,29,filler,9412,
3445,List 8,2,1,9122,,8,,1,What was that the movers would break feared by the family?,,30,filler,9122,
3445,List 8,2,3,9322,,8,,1,Next week seems that Juan will be in town.,,31,filler,9322,
3445,List 8,2,,6,short,8,,7,Who heard that the suspect stole the necklace?,nonisl,32,test,61,
3445,List 8,2,3,9312,,8,,7,William planned himself to write a novel.,,33,filler,9312,
3445,List 8,2,1,9112,,8,,1,The money was stolen the money.,,34,filler,9112,
3445,List 8,2,5,9512,,8,,1,They all have finished and they have all done so efficiently.,,35,filler,9512,
3445,List 8,2,,5,long,8,,1,What did the manager hear the rumor that the assistant copied?,isl,36,test,54,
3445,List 8,2,7,9712,,8,,7,Brittany attempted to touch the porcupine.,,37,filler,9712,
3445,List 8,3,4,9411,,8,,1,"If frankly he's unable to cope, we'll have to replace him.",,38,filler,9411,
3445,List 8,3,7,9721,,8,,7,I hate eating sushi.,,39,filler,9721,
3445,List 8,3,,4,long,8,,1,What did the teacher hear that the student read?,nonisl,40,test,43,
3445,List 8,3,4,9421,,8,,1,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,41,filler,9421,
3445,List 8,3,3,9311,,8,,1,John tried himself to win.,,42,filler,9311,
3445,List 8,3,,3,short,8,,7,Who heard the rumor that the gymnast practiced the routine?,isl,43,test,32,
3445,List 8,3,1,9121,,8,,1,Who was that the principal would fire expected by the reporters?,,44,filler,9121,
3445,List 8,3,3,9321,,8,,1,Yesterday seemed that John left.,,45,filler,9321,
3445,List 8,3,,2,short,8,,7,Who heard that the tenant repainted the room?,nonisl,46,test,21,
3445,List 8,3,7,9711,,8,,7,Kerry attempted to study physics.,,47,filler,9711,
3445,List 8,3,2,9211,,8,,1,To the neighbors about the noise the old man complained.,,48,filler,9211,
3445,List 8,3,5,9511,,8,,7,They all have left and they have all done so deliberately.,,49,filler,9511,
3445,List 8,3,,1,long,8,,2,What did the waiter hear the rumor that the chef burned?,isl,50,test,14,
3445,List 8,3,1,9111,,8,,1,John was kissed John.,,51,filler,9111,
3445,List 8,4,5,9514,,8,,7,They all have studied and they have all done so effectively.,,52,filler,9514,
3445,List 8,4,,16,long,8,,1,What did the bartender hear that the customer ordered?,nonisl,53,test,163,
3445,List 8,4,1,9124,,8,,1,Who is that the jail must release accepted by few citizens?,,54,filler,9124,
3445,List 8,4,3,9314,,8,,7,Patricia agreed herself to host the party.,,55,filler,9314,
3445,List 8,4,,15,short,8,,7,Who heard the rumor that the patient contracted the disease?,isl,56,test,152,
3445,List 8,4,4,9414,,8,,2,"If frankly you continue to argue, the boss will fire you.",,57,filler,9414,
3445,List 8,4,1,9114,,8,,1,Tommy was punished Tommy.,,58,filler,9114,
3445,List 8,4,7,9714,,8,,7,Tommy attempted to take a picture.,,59,filler,9714,
3445,List 8,4,,14,short,8,,7,Who heard that the architect modified the blueprint?,nonisl,60,test,141,
3445,List 8,4,2,9214,,8,,1,At your spouse on the phone you shouldn't yell.,,61,filler,9214,
3445,List 8,4,4,9424,,8,,1,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,62,filler,9424,
3445,List 8,4,,13,long,8,,1,What did the prosecutor hear the rumor that the judge overruled?,isl,63,test,134,
3445,List 8,4,3,9324,,8,,7,Next week appears that the strikers will be back to work.,,64,filler,9324,
3445,List 8,4,7,9724,,8,,7,I hate missing work.,,65,filler,9724,
3445,List 8,,,,,,662aa5288bab007c1b49dc82,,,,,,,
3389,List 8,0,7,1007,,8,,6,She was the winner.,,1,practice,1007,
3389,List 8,0,1,1001,,8,,3,"Promise to wash, Neal did the car.",,2,practice,1001,
